UDI,Product_ID,Type,Air_Temp,Process_Temp,Rotational_Speed,Torque,Tool_Wear,Machine_Failure,TWF,HDF,PWF,OSF,RNF,FFT_Max_Amplitude,FFT_Dominant_Peak
6207,M21066,M,300.8,310.6,1669,28.4,79,0,0,0,0,0,0,69.50093492053655,28
6208,L53387,L,300.7,310.6,1447,40.7,82,0,0,0,0,0,0,54.71647056881838,24
6209,M21068,M,300.7,310.6,1418,46.3,84,0,0,0,0,0,0,53.342229965249075,24
6210,L53389,L,300.7,310.6,1407,40.5,87,0,0,0,0,0,0,51.87962501210504,24
6211,L53390,L,300.8,310.5,1434,44.5,89,0,0,0,0,0,0,65.89623488306121,24
6212,L53391,L,300.8,310.6,1360,48.8,91,0,0,0,0,0,0,65.67091949319791,23
6213,L53392,L,300.8,310.6,1402,53.7,93,0,0,0,0,0,0,41.33318348943711,24
6214,L53393,L,300.9,310.6,1552,34.9,95,0,0,0,0,0,0,70.08594981922036,26
6215,L53394,L,300.9,310.7,1392,44.2,97,0,0,0,0,0,0,45.45483224778373,23
6216,L53395,L,301.1,310.8,1521,41.0,99,0,0,0,0,0,0,44.127334922112084,26
6217,L53396,L,301.1,310.8,1724,27.5,101,0,0,0,0,0,0,65.44298117476717,29
6218,M21077,M,301.0,310.7,1455,46.1,103,0,0,0,0,0,0,45.05654116605644,24
6219,H35632,H,301.0,310.6,1366,50.6,106,0,0,0,0,0,0,65.59876366602333,23
6220,H35633,H,301.1,310.6,1407,43.9,111,0,0,0,0,0,0,50.14724679853034,24
6221,L53400,L,301.1,310.8,1470,49.3,116,0,0,0,0,0,0,58.605464763001926,25
6222,M21081,M,301.2,310.9,1359,50.8,118,0,0,0,0,0,0,59.4219020367191,23
6223,H35636,H,301.1,310.8,1792,25.8,121,0,0,0,0,0,0,65.03640470416339,30
6224,M21083,M,301.1,310.9,1552,37.9,126,0,0,0,0,0,0,65.13472687622267,26
6225,L53404,L,301.2,311.0,1612,32.9,129,0,0,0,0,0,0,59.49792942692673,27
6226,M21085,M,301.2,311.0,1424,41.4,131,0,0,0,0,0,0,59.29831654923055,24
6227,H35640,H,301.3,311.0,1341,59.3,134,0,0,0,0,0,0,43.2940452340996,22
6228,L53407,L,301.2,310.8,1479,38.2,139,0,0,0,0,0,0,59.98893628876791,25
6229,L53408,L,301.2,310.9,1413,50.1,141,0,0,0,0,0,0,60.42986842833276,24
6230,L53409,L,301.3,310.9,2165,17.4,143,0,0,0,0,0,0,48.96352946077431,36
6231,M21090,M,301.3,311.0,1641,33.0,145,0,0,0,0,0,0,41.73426511628005,28
6232,M21091,M,301.3,311.0,1495,40.8,148,0,0,0,0,0,0,69.44463407345154,25
6233,L53412,L,301.3,311.0,1576,30.4,151,0,0,0,0,0,0,41.81608207456608,27
6234,L53413,L,301.2,310.9,1467,37.1,153,0,0,0,0,0,0,54.19277379006831,25
6235,L53414,L,301.2,310.8,1479,41.2,155,0,0,0,0,0,0,58.614391084485575,25
6236,L53415,L,301.3,310.9,1596,33.9,157,0,0,0,0,0,0,63.18167621270078,27
6237,M21096,M,301.3,310.9,1512,36.9,159,0,0,0,0,0,0,55.20184715684945,25
6238,L53417,L,301.4,310.9,1414,38.8,162,0,0,0,0,0,0,50.810459700791,24
6239,L53418,L,301.3,310.8,1390,57.4,164,0,0,0,0,0,0,43.5311798115316,23
6240,L53419,L,301.2,310.7,1644,31.6,166,0,0,0,0,0,0,49.70005937582985,28
6241,M21100,M,301.2,310.7,1394,42.8,168,0,0,0,0,0,0,50.516464142785104,23
6242,L53421,L,301.1,310.5,1324,52.4,171,0,0,0,0,0,0,57.508442411170876,22
6243,L53422,L,301.0,310.4,1476,43.6,173,0,0,0,0,0,0,53.81587142339226,25
6244,L53423,L,301.0,310.4,2204,16.6,175,0,0,0,0,0,0,66.26035305031591,37
6245,M21104,M,301.0,310.4,1665,30.9,177,0,0,0,0,0,0,61.77569850861958,28
6246,L53425,L,300.9,310.4,1445,41.7,180,0,0,0,0,0,0,58.31355343637707,24
6247,H35660,H,300.8,310.3,1457,46.8,182,0,0,0,0,0,0,40.490719961465935,24
6248,L53427,L,300.8,310.2,1492,46.3,187,0,0,0,0,0,0,70.57396667779378,25
6249,L53428,L,300.8,310.1,1405,61.2,189,1,0,0,1,1,0,254.71301802020687,45
6250,L53429,L,300.7,310.1,1542,35.5,191,0,0,0,0,0,0,50.93951038320438,26
6251,L53430,L,300.8,310.2,1520,37.7,193,0,0,0,0,0,0,47.75938211897409,26
6252,M21111,M,300.8,310.2,1598,36.5,195,0,0,0,0,0,0,62.797557282431384,27
6253,L53432,L,300.8,310.3,1538,36.1,198,0,0,0,0,0,0,63.46834480604804,26
6254,L53433,L,300.9,310.4,1615,30.9,200,0,0,0,0,0,0,57.41034763851435,27
6255,L53434,L,301.0,310.5,1408,47.0,202,0,0,0,0,0,0,53.963428463880284,24
6256,L53435,L,301.0,310.5,1379,57.3,204,1,0,0,0,1,0,254.3512012463261,45
6257,L53436,L,301.0,310.6,1493,37.8,206,1,1,0,0,0,0,254.7202824443912,45
6258,L53437,L,301.1,310.7,1376,49.1,0,0,0,0,0,0,0,56.86575152433332,23
6259,M21118,M,301.1,310.7,1583,40.7,2,0,0,0,0,0,0,45.25750084192728,27
6260,M21119,M,301.2,310.8,1396,47.4,5,0,0,0,0,0,0,46.151550432660585,23
6261,L53440,L,301.1,310.7,1436,45.3,8,0,0,0,0,0,0,66.47114374645751,24
6262,L53441,L,301.1,310.6,1417,47.6,10,0,0,0,0,0,0,55.94712711066457,24
6263,L53442,L,301.0,310.6,1641,33.4,12,0,0,0,0,0,0,40.02611808393205,28
6264,M21123,M,301.0,310.6,1698,27.3,14,0,0,0,0,0,0,48.76785345920118,29
6265,L53444,L,300.9,310.4,1541,39.1,17,0,0,0,0,0,0,64.38284215154518,26
6266,L53445,L,300.8,310.3,1383,46.6,19,0,0,0,0,0,0,52.84877146907522,23
6267,L53446,L,300.8,310.4,1368,46.8,21,0,0,0,0,0,0,71.57924260674207,23
6268,L53447,L,300.8,310.4,1570,35.2,23,0,0,0,0,0,0,47.88938690369905,26
6269,L53448,L,300.9,310.5,1616,33.5,25,0,0,0,0,0,0,53.67341972979786,27
6270,M21129,M,300.9,310.5,1444,43.2,27,0,0,0,0,0,0,58.987547157358534,24
6271,L53450,L,300.9,310.4,2021,18.8,30,0,0,0,0,0,0,60.35196861415041,34
6272,M21131,M,300.9,310.5,1702,29.3,32,0,0,0,0,0,0,45.411377008657176,29
6273,M21132,M,301.1,310.6,1429,52.7,35,0,0,0,0,0,0,62.64372568479361,24
6274,L53453,L,301.2,310.8,1711,28.9,38,0,0,0,0,0,0,45.919269146757216,29
6275,M21134,M,301.2,310.7,1543,32.9,40,0,0,0,0,0,0,68.00161956908985,26
6276,L53455,L,301.3,310.8,1628,32.2,43,0,0,0,0,0,0,44.28781542869377,27
6277,L53456,L,301.2,310.8,1233,64.6,45,0,0,0,0,0,0,57.28947692967736,21
6278,L53457,L,301.2,310.8,1461,40.6,47,0,0,0,0,0,0,45.380903054374606,25
6279,L53458,L,301.2,310.7,1568,38.3,49,0,0,0,0,0,0,52.185127942873706,26
6280,L53459,L,301.3,310.8,1432,54.4,51,0,0,0,0,0,0,58.82188859572943,24
6281,M21140,M,301.2,310.7,1527,41.1,53,0,0,0,0,0,0,51.44611738829222,26
6282,M21141,M,301.3,310.8,1455,41.2,56,0,0,0,0,0,0,47.423585700974996,24
6283,M21142,M,301.3,310.8,1418,45.4,59,0,0,0,0,0,0,56.11440689761499,24
6284,L53463,L,301.3,310.8,1719,29.5,62,0,0,0,0,0,0,61.514325753521454,29
6285,M21144,M,301.2,310.8,1734,31.3,64,0,0,0,0,0,0,62.086751156320624,29
6286,M21145,M,301.2,310.7,1426,46.1,67,0,0,0,0,0,0,63.875807250043636,24
6287,L53466,L,301.1,310.6,1611,35.2,70,0,0,0,0,0,0,63.3520792098597,27
6288,M21147,M,301.1,310.6,1479,41.1,72,0,0,0,0,0,0,58.32358727573397,25
6289,L53468,L,301.0,310.5,1317,50.9,75,0,0,0,0,0,0,57.884180698106185,22
6290,L53469,L,301.0,310.5,1248,61.4,77,0,0,0,0,0,0,63.60350014383282,21
6291,L53470,L,301.0,310.5,1932,21.7,79,0,0,0,0,0,0,45.175290237955075,32
6292,M21151,M,301.1,310.5,1547,35.8,81,0,0,0,0,0,0,68.54573548306222,26
6293,L53472,L,301.0,310.4,1614,31.6,84,0,0,0,0,0,0,60.764108877092575,27
6294,H35707,H,301.0,310.4,1512,44.9,86,0,0,0,0,0,0,51.21932078774533,25
6295,L53474,L,301.1,310.5,1529,38.7,91,0,0,0,0,0,0,58.304160129214736,26
6296,H35709,H,301.1,310.6,1782,24.9,93,0,0,0,0,0,0,65.71355934408285,30
6297,L53476,L,301.0,310.5,1429,39.4,98,0,0,0,0,0,0,67.58353355978791,24
6298,M21157,M,301.1,310.5,1309,60.7,100,0,0,0,0,0,0,63.10075465480003,22
6299,L53478,L,301.1,310.5,1428,44.1,103,0,0,0,0,0,0,67.64728339009329,24
6300,L53479,L,301.2,310.6,1385,49.2,105,0,0,0,0,0,0,59.62695586128575,23
6301,L53480,L,301.2,310.7,1517,39.4,107,0,0,0,0,0,0,44.440014483045495,25
6302,M21161,M,301.2,310.6,1576,39.6,109,0,0,0,0,0,0,40.40736473303785,26
6303,L53482,L,301.2,310.6,1437,51.2,112,0,0,0,0,0,0,56.814342099214656,24
6304,H35717,H,301.2,310.6,1457,50.5,114,0,0,0,0,0,0,38.846838946583475,24
6305,L53484,L,301.1,310.5,1532,37.5,119,0,0,0,0,0,0,58.96696626918359,26
6306,M21165,M,301.1,310.5,1603,32.6,121,0,0,0,0,0,0,65.97772879847004,27
6307,L53486,L,301.0,310.4,1563,34.4,124,0,0,0,0,0,0,56.54294310978851,26
6308,L53487,L,301.0,310.3,1617,34.5,126,0,0,0,0,0,0,62.4143345159566,27
6309,M21168,M,300.8,310.1,1686,26.9,128,0,0,0,0,0,0,57.02326009804711,28
6310,L53489,L,300.9,310.2,1382,50.4,131,0,0,0,0,0,0,50.16797734115486,23
6311,L53490,L,300.9,310.1,2090,17.8,133,0,0,0,0,0,0,62.431299864642526,35
6312,L53491,L,300.9,310.3,1446,44.5,135,0,0,0,0,0,0,50.19579527819311,24
6313,M21172,M,300.9,310.2,1533,38.1,137,0,0,0,0,0,0,63.48007787096459,26
6314,L53493,L,300.9,310.3,1440,47.6,140,0,0,0,0,0,0,60.5865508738773,24
6315,M21174,M,301.0,310.4,1793,25.0,142,0,0,0,0,0,0,63.203370100989275,30
6316,M21175,M,301.0,310.4,1517,46.1,145,0,0,0,0,0,0,47.91039381033618,25
6317,L53496,L,300.9,310.4,1544,36.0,148,0,0,0,0,0,0,64.19933875460704,26
6318,L53497,L,300.9,310.3,1321,48.8,150,0,0,0,0,0,0,66.70497931182442,22
6319,M21178,M,300.9,310.3,1416,50.9,152,0,0,0,0,0,0,56.70221498494146,24
6320,L53499,L,300.8,310.2,1514,40.0,155,0,0,0,0,0,0,54.39602945023931,25
6321,M21180,M,300.8,310.2,1304,52.5,157,0,0,0,0,0,0,63.550855039206844,22
6322,L53501,L,300.7,310.2,1286,64.9,160,0,0,0,0,0,0,49.91926583681995,22
6323,M21182,M,300.7,310.1,1483,40.2,162,0,0,0,0,0,0,60.75741924685735,25
6324,L53503,L,300.7,310.1,1351,46.9,165,0,0,0,0,0,0,54.687505388428164,23
6325,M21184,M,300.7,310.1,1367,52.6,167,0,0,0,0,0,0,62.732600914592304,23
6326,L53505,L,300.7,310.1,1721,32.3,170,0,0,0,0,0,0,63.725665187902315,29
6327,L53506,L,300.6,310.0,1455,40.4,172,0,0,0,0,0,0,37.883686584979536,24
6328,L53507,L,300.6,310.0,1425,49.5,174,0,0,0,0,0,0,61.85200905827756,24
6329,L53508,L,300.7,310.0,1672,29.7,176,0,0,0,0,0,0,64.66932091366556,28
6330,M21189,M,300.7,310.0,1641,34.6,178,0,0,0,0,0,0,47.38105671473897,28
6331,M21190,M,300.5,310.0,1580,37.0,181,0,0,0,0,0,0,48.01537575310587,27
6332,H35745,H,300.5,310.0,1495,47.4,184,0,0,0,0,0,0,62.39634151643702,25
6333,M21192,M,300.5,309.9,1994,19.8,189,0,0,0,0,0,0,49.50002779526314,34
6334,M21193,M,300.4,309.9,1415,31.8,192,0,0,0,0,0,0,52.803771375509804,24
6335,M21194,M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0,71.11762427168402,29
6336,M21195,M,300.4,309.8,1430,43.4,198,0,0,0,0,0,0,69.14645379602494,24
6337,L53516,L,300.4,309.8,1395,48.1,201,0,0,0,0,0,0,46.02950828681912,23
6338,M21197,M,300.4,309.8,1435,43.6,203,0,0,0,0,0,0,65.01428017684077,24
6339,L53518,L,300.4,309.9,1681,28.6,206,0,0,0,0,0,0,58.22101639933071,28
6340,L53519,L,300.5,310.0,1451,48.6,208,0,0,0,0,0,0,56.39390489952926,24
6341,H35754,H,300.5,309.9,1397,45.9,210,1,1,0,0,0,0,254.14639883362665,45
6342,M21201,M,300.4,309.8,1421,47.2,0,0,0,0,0,0,0,64.71900536416352,24
6343,M21202,M,300.3,309.8,1444,42.0,3,0,0,0,0,0,0,60.95954416568506,24
6344,L53523,L,300.2,309.8,1827,23.0,6,0,0,0,0,0,0,53.74244663565726,31
6345,H35758,H,300.2,309.8,1374,47.7,8,0,0,0,0,0,0,56.806257602345156,23
6346,L53525,L,300.2,309.8,1650,29.6,13,0,0,0,0,0,0,47.486987765458444,28
6347,L53526,L,300.2,309.7,1275,60.7,15,0,0,0,0,0,0,50.826466689966516,21
6348,L53527,L,300.2,309.7,1421,44.6,17,0,0,0,0,0,0,69.16585239580833,24
6349,L53528,L,300.2,309.8,1557,33.8,19,0,0,0,0,0,0,58.10193938425958,26
6350,L53529,L,300.1,309.8,1506,35.2,21,0,0,0,0,0,0,53.06571758495631,25
6351,L53530,L,300.1,309.7,1362,49.1,23,0,0,0,0,0,0,56.68900750877892,23
6352,L53531,L,300.0,309.7,1542,47.1,25,0,0,0,0,0,0,66.24636867324726,26
6353,L53532,L,300.0,309.6,1496,38.8,27,0,0,0,0,0,0,64.40681076801164,25
6354,M21213,M,300.0,309.6,1491,42.0,29,0,0,0,0,0,0,66.70765999079393,25
6355,L53534,L,300.1,309.6,1565,34.8,32,0,0,0,0,0,0,60.91950200666277,26
6356,L53535,L,300.1,309.7,1481,37.9,34,0,0,0,0,0,0,64.33588722226851,25
6357,M21216,M,300.1,309.7,1420,48.4,36,0,0,0,0,0,0,65.4159915211876,24
6358,L53537,L,300.2,309.8,1398,54.8,39,0,0,0,0,0,0,45.588269019531126,23
6359,M21218,M,300.2,309.8,1466,45.7,41,0,0,0,0,0,0,50.61867929293186,25
6360,L53539,L,300.1,309.8,1430,56.7,44,0,0,0,0,0,0,65.27584273186649,24
6361,L53540,L,300.1,309.7,1441,40.1,46,0,0,0,0,0,0,59.357621912414864,24
6362,M21221,M,300.1,309.7,1348,57.3,48,0,0,0,0,0,0,47.29973792076733,23
6363,L53542,L,300.0,309.6,1738,28.7,51,0,0,0,0,0,0,67.58139561322633,29
6364,M21223,M,300.0,309.6,1618,36.2,53,0,0,0,0,0,0,56.16714015343676,27
6365,M21224,M,299.9,309.6,1489,41.7,56,0,0,0,0,0,0,61.375194568077724,25
6366,M21225,M,299.9,309.5,1412,57.9,59,0,0,0,0,0,0,61.00699308554245,24
6367,M21226,M,299.9,309.5,2065,18.1,62,0,0,0,0,0,0,51.14017509198603,35
6368,L53547,L,300.0,309.6,1571,33.1,65,0,0,0,0,0,0,45.867405240317936,26
6369,M21228,M,300.0,309.6,1423,48.7,67,0,0,0,0,0,0,64.67457112832965,24
6370,H35783,H,300.0,309.5,1781,24.9,70,0,0,0,0,0,0,68.8214579657349,30
6371,L53550,L,300.1,309.6,1321,46.9,75,0,0,0,0,0,0,55.290399967824406,22
6372,L53551,L,300.1,309.6,1546,36.7,77,0,0,0,0,0,0,60.09666826731243,26
6373,M21232,M,300.0,309.5,1879,22.4,79,0,0,0,0,0,0,51.244315456137834,32
6374,H35787,H,300.0,309.5,1735,28.9,82,0,0,0,0,0,0,57.33167773419538,29
6375,L53554,L,300.0,309.5,1506,38.8,87,0,0,0,0,0,0,52.58742390213391,25
6376,H35789,H,300.0,309.6,1629,32.3,89,0,0,0,0,0,0,50.23014914589221,27
6377,L53556,L,300.0,309.6,1694,28.7,94,0,0,0,0,0,0,36.62391628510866,28
6378,L53557,L,300.1,309.6,1541,37.0,96,0,0,0,0,0,0,62.212487345848544,26
6379,L53558,L,300.0,309.6,1514,44.6,98,0,0,0,0,0,0,49.38157291137992,25
6380,L53559,L,300.1,309.7,1485,45.9,100,0,0,0,0,0,0,65.40113318131839,25
6381,L53560,L,300.2,309.8,1430,55.0,102,0,0,0,0,0,0,59.38918386359979,24
6382,L53561,L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0,52.606872308032735,30
6383,L53562,L,300.2,309.8,1481,41.9,106,0,0,0,0,0,0,65.02590369801838,25
6384,H35797,H,300.2,309.7,1483,43.8,108,0,0,0,0,0,0,66.90412632235578,25
6385,H35798,H,300.1,309.6,1463,45.1,113,0,0,0,0,0,0,43.19459082962334,25
6386,L53565,L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0,61.47170626072004,24
6387,L53566,L,300.2,309.7,1656,34.3,120,0,0,0,0,0,0,58.58737484073241,28
6388,M21247,M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0,61.19045316009793,25
6389,H35802,H,300.3,309.9,1509,46.6,125,0,0,0,0,0,0,48.9664715032369,25
6390,H35803,H,300.3,309.9,1677,30.1,130,0,0,0,0,0,0,66.3882170369387,28
6391,L53570,L,300.3,309.8,1450,55.0,135,0,0,0,0,0,0,48.272225014247,24
6392,M21251,M,300.2,309.7,1413,43.0,137,0,0,0,0,0,0,57.58048478143277,24
6393,L53572,L,300.1,309.7,1680,33.8,140,0,0,0,0,0,0,54.72710130065928,28
6394,L53573,L,300.2,309.7,1678,30.5,142,0,0,0,0,0,0,66.63782245467621,28
6395,M21254,M,300.2,309.7,1408,44.0,144,0,0,0,0,0,0,51.66339228799779,24
6396,M21255,M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0,66.91444411123166,23
6397,L53576,L,300.0,309.6,1526,46.4,150,0,0,0,0,0,0,45.857008108984395,26
6398,M21257,M,300.0,309.6,1587,32.6,152,0,0,0,0,0,0,49.99843735390347,27
6399,L53578,L,300.1,309.7,1351,58.2,155,0,0,0,0,0,0,57.495056024103995,23
6400,M21259,M,300.1,309.6,1501,38.0,157,0,0,0,0,0,0,59.3534492058779,25
6401,L53580,L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,61.14413712946478,27
6402,M21261,M,300.0,309.6,1573,39.7,162,0,0,0,0,0,0,46.63521059939268,26
6403,M21262,M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0,48.84678988478118,27
6404,L53583,L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,56.61639597925699,28
6405,M21264,M,300.2,309.7,1183,61.4,170,0,0,0,0,0,0,62.98756453570006,20
6406,L53585,L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0,63.12071875816141,36
6407,L53586,L,300.2,309.8,1526,45.6,175,0,0,0,0,0,0,51.06077419921313,26
6408,M21267,M,300.3,309.9,1611,29.0,177,0,0,0,0,0,0,69.7863083923758,27
6409,L53588,L,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,57.592621956779894,27
6410,L53589,L,300.3,310.0,1560,40.8,182,0,0,0,0,0,0,65.23482145200136,26
6411,L53590,L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0,65.67821912719332,26
6412,M21271,M,300.4,310.0,1560,42.3,186,0,0,0,0,0,0,60.651901048056516,26
6413,L53592,L,300.4,310.0,1423,44.2,189,0,0,0,0,0,0,66.28935720336601,24
6414,L53593,L,300.4,310.1,1614,33.5,191,0,0,0,0,0,0,55.73517031628816,27
6415,M21274,M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,47.749993271118406,24
6416,L53595,L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0,54.6278112149378,25
6417,H35830,H,300.4,310.1,1484,38.0,198,0,0,0,0,0,0,69.94314548493746,25
6418,L53597,L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,64.75080317558874,26
6419,H35832,H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0,40.24222537038113,24
6420,H35833,H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0,254.01079316038653,45
6421,L53600,L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,44.78614874500716,25
6422,L53601,L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0,50.033551356602494,26
6423,L53602,L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,61.067988022201796,23
6424,M21283,M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,64.80550050490011,26
6425,M21284,M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,56.040609548869824,24
6426,L53605,L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0,55.87448409719194,23
6427,L53606,L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,52.57575300687901,24
6428,L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,65.02969031349717,24
6429,M21288,M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,55.199194601860455,29
6430,M21289,M,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,43.010190752221135,23
6431,L53610,L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,54.94721120368712,26
6432,L53611,L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0,58.1874785664165,23
6433,M21292,M,300.3,309.9,1447,46.5,28,0,0,0,0,0,0,59.37934231542426,24
6434,L53613,L,300.3,309.9,1570,34.0,31,0,0,0,0,0,0,49.795478106420546,26
6435,M21294,M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0,77.34591450980373,25
6436,L53615,L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,66.60994383115312,27
6437,L53616,L,300.4,310.0,1769,26.1,38,0,0,0,0,0,0,52.40080712400026,30
6438,L53617,L,300.4,310.0,1282,66.1,40,0,0,0,0,0,0,44.055391625127804,22
6439,L53618,L,300.4,310.0,1581,30.3,42,0,0,0,0,0,0,41.958789558515136,27
6440,L53619,L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,63.10993035200411,28
6441,L53620,L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,61.34827921182595,28
6442,L53621,L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0,40.05258936839065,28
6443,L53622,L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,57.79097147040205,23
6444,L53623,L,300.8,310.3,1537,33.3,52,0,0,0,0,0,0,61.759410084084955,26
6445,M21304,M,300.8,310.3,1270,61.0,54,0,0,0,0,0,0,52.948081464163586,21
6446,L53625,L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,65.93534787703732,28
6447,M21306,M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,59.54714307512634,25
6448,L53627,L,300.6,310.1,1337,45.8,62,0,0,0,0,0,0,47.49785829426695,22
6449,H35862,H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,43.55494086554125,32
6450,L53629,L,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,44.00472700962424,26
6451,L53630,L,300.6,310.2,1378,47.3,71,0,0,0,0,0,0,58.67757900219346,23
6452,L53631,L,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,47.9556767213499,28
6453,L53632,L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0,55.20726549906316,23
6454,L53633,L,300.7,310.2,1807,24.2,77,0,0,0,0,0,0,58.98885469889846,30
6455,L53634,L,300.7,310.1,1598,32.8,79,0,0,0,0,0,0,57.28922558791325,27
6456,L53635,L,300.7,310.1,1565,40.2,81,0,0,0,0,0,0,48.628948313301834,26
6457,L53636,L,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,51.38337138887201,23
6458,L53637,L,300.7,310.0,1395,48.0,85,0,0,0,0,0,0,48.26867358451685,23
6459,M21318,M,300.6,310.0,1302,62.9,87,0,0,0,0,0,0,57.35589794595499,22
6460,M21319,M,300.6,310.0,1397,55.2,90,0,0,0,0,0,0,39.98601157286972,23
6461,L53640,L,300.6,310.0,1313,52.9,93,0,0,0,0,0,0,64.3651369687914,22
6462,L53641,L,300.6,310.0,1505,35.9,95,0,0,0,0,0,0,58.29166969159754,25
6463,H35876,H,300.6,310.0,1483,44.0,97,0,0,0,0,0,0,66.76261015620206,25
6464,H35877,H,300.5,310.0,1358,60.4,102,0,0,0,0,0,0,59.306108585406946,23
6465,M21324,M,300.5,309.9,1735,27.0,107,0,0,0,0,0,0,56.843007772564896,29
6466,M21325,M,300.5,309.8,1416,48.5,110,0,0,0,0,0,0,62.10430259650296,24
6467,L53646,L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0,56.51402339386902,29
6468,L53647,L,300.4,309.7,1692,27.4,115,0,0,0,0,0,0,48.07231988528311,28
6469,L53648,L,300.5,309.8,1507,42.5,117,0,0,0,0,0,0,51.21590158468129,25
6470,M21329,M,300.4,309.6,1521,35.0,119,0,0,0,0,0,0,44.4624862865813,26
6471,L53650,L,300.4,309.6,1379,54.5,122,0,0,0,0,0,0,64.06602141102066,23
6472,L53651,L,300.4,309.6,1523,38.5,124,0,0,0,0,0,0,46.72709524153762,26
6473,H35886,H,300.4,309.6,1571,33.6,126,0,0,0,0,0,0,54.02528462516877,26
6474,H35887,H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,61.55426980293103,26
6475,M21334,M,300.5,309.7,1347,54.3,136,0,0,0,0,0,0,51.1401266836397,23
6476,L53655,L,300.5,309.7,1560,30.2,139,0,0,0,0,0,0,62.24744050596894,26
6477,L53656,L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0,55.53324321278736,23
6478,L53657,L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0,73.98320774253608,31
6479,L53658,L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0,255.3041524556435,45
6480,L53659,L,300.6,309.8,1418,42.7,147,0,0,0,0,0,0,69.8252804556504,24
6481,L53660,L,300.7,309.9,1775,26.6,149,0,0,0,0,0,0,59.88804979629257,30
6482,L53661,L,300.7,309.8,1406,48.4,151,0,0,0,0,0,0,48.20661279024343,24
6483,L53662,L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,65.59799662686245,25
6484,L53663,L,300.7,309.9,1412,45.3,155,0,0,0,0,0,0,53.84045036969408,24
6485,H35898,H,300.6,309.8,1913,22.5,157,0,0,0,0,0,0,60.10748219982205,32
6486,L53665,L,300.6,309.8,1629,37.6,162,0,0,0,0,0,0,49.221173845664474,27
6487,L53666,L,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,37.99758306925595,32
6488,H35901,H,300.6,309.8,1541,36.2,166,0,0,0,0,0,0,59.84289271445532,26
6489,L53668,L,300.7,309.8,1330,54.4,171,0,0,0,0,0,0,57.79828819723666,22
6490,M21349,M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,58.24558544111285,25
6491,L53670,L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,58.535935384200734,23
6492,L53671,L,300.8,310.0,1468,52.7,178,0,0,0,0,0,0,51.63922794073185,25
6493,M21352,M,300.8,309.9,1444,46.0,180,0,0,0,0,0,0,61.35491128002053,24
6494,L53673,L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0,68.12376440955697,23
6495,L53674,L,300.6,309.7,1617,33.2,185,0,0,0,0,0,0,65.57368401657857,27
